ScientificName,Ocean,latitude,longitude,DepthInMeters,ObservationYear,IndividualCount,CategoricalAbundance,Density,Condition,Temperature,Salinity,pH,pHscale
Porifera,North Pacific,33.79798,-119.90999,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79797,-119.90997,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79797,-119.90997,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79797,-119.90997,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79797,-119.90997,170,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79797,-119.90997,170,2016,1.0,present,,Live,8.8,34.1,,
Paragorgia,North Pacific,33.79797,-119.90997,170,2016,1.0,present,,Dead,8.8,34.1,,
Plumarella longispina,North Pacific,33.79796,-119.90995,170,2016,2.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79796,-119.90995,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79796,-119.90995,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79796,-119.90995,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79795,-119.90993,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79795,-119.90993,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79795,-119.90993,170,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79795,-119.90993,170,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79795,-119.90993,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79795,-119.90993,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79795,-119.90993,170,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79795,-119.90993,170,2016,1.0,present,,Dead,8.8,34.1,,
Plumarella longispina,North Pacific,33.79794,-119.90991,170,2016,3.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79794,-119.90989,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79794,-119.90989,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79794,-119.90989,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79794,-119.90989,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79794,-119.90989,170,2016,2.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79793,-119.90987,170,2016,1.0,present,,Live,8.8,34.1,,
Poecillastra,North Pacific,33.79793,-119.90987,170,2016,2.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79793,-119.90987,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79793,-119.90987,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79792,-119.90985,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79792,-119.90985,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79792,-119.90985,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79791,-119.90984,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79791,-119.90984,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79791,-119.90984,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79791,-119.90984,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.7979,-119.90982,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.7979,-119.90982,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79789,-119.9098,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79789,-119.9098,170,2016,1.0,present,,Live,8.8,34.1,,
Paragorgia,North Pacific,33.79789,-119.9098,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79788,-119.90978,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79788,-119.90978,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79788,-119.90978,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79788,-119.90978,170,2016,2.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79787,-119.90976,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79787,-119.90976,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79787,-119.90976,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79787,-119.90976,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79787,-119.90974,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79786,-119.90972,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79785,-119.9097,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79784,-119.90968,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79784,-119.90968,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79783,-119.90967,169,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79782,-119.90965,169,2016,1.0,present,,Dead,8.8,34.1,,
Plumarella longispina,North Pacific,33.79781,-119.90963,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.7978,-119.90959,169,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.7978,-119.90959,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.7978,-119.90959,169,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79779,-119.90957,169,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79779,-119.90957,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79778,-119.90955,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79778,-119.90955,169,2016,2.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79777,-119.90953,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79777,-119.90953,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79776,-119.90951,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79776,-119.90951,169,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79775,-119.9095,170,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79775,-119.9095,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79774,-119.90948,170,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79774,-119.90948,170,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79772,-119.90944,169,2016,1.0,present,,Live,8.8,34.1,,
Paragorgia,North Pacific,33.79772,-119.90944,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79772,-119.90942,169,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79772,-119.90942,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79772,-119.90942,169,2016,1.0,present,,Damaged,8.8,34.1,,
Plumarella longispina,North Pacific,33.79771,-119.9094,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79771,-119.9094,169,2016,2.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79771,-119.9094,169,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79771,-119.9094,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79771,-119.9094,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79771,-119.9094,169,2016,1.0,present,,Live,8.8,34.1,,
Poecillastra,North Pacific,33.79771,-119.9094,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.7977,-119.90938,169,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.7977,-119.90938,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.7977,-119.90938,169,2016,1.0,present,,Live,8.8,34.1,,
Paragorgia,North Pacific,33.7977,-119.90938,169,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79769,-119.90936,167,2016,1.0,present,,Live,8.8,34.1,,
Poecillastra,North Pacific,33.79769,-119.90936,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79769,-119.90936,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79769,-119.90936,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79769,-119.90936,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79769,-119.90936,167,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79769,-119.90936,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79769,-119.90936,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79769,-119.90936,167,2016,2.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79769,-119.90936,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79768,-119.90935,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79768,-119.90935,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79768,-119.90935,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79768,-119.90935,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79768,-119.90935,167,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79768,-119.90935,167,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79768,-119.90935,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79768,-119.90935,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79768,-119.90935,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79768,-119.90935,167,2016,2.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79768,-119.90935,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79767,-119.90933,167,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79767,-119.90933,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79767,-119.90933,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79766,-119.90931,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79766,-119.90931,167,2016,3.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79766,-119.90931,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79766,-119.90931,167,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79766,-119.90931,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79765,-119.90929,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79765,-119.90929,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79765,-119.90929,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79765,-119.90929,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79765,-119.90929,167,2016,1.0,present,,Dead,8.8,34.1,,
Poecillastra,North Pacific,33.79765,-119.90929,167,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79765,-119.90929,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79765,-119.90929,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79765,-119.90927,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79765,-119.90927,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79765,-119.90927,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79765,-119.90927,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79765,-119.90927,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79765,-119.90927,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79765,-119.90927,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79765,-119.90927,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79765,-119.90927,167,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79764,-119.90925,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79764,-119.90925,167,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79764,-119.90925,167,2016,2.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79764,-119.90925,167,2016,2.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79763,-119.90923,168,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79763,-119.90923,168,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79763,-119.90923,168,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79763,-119.90923,168,2016,1.0,present,,Live,8.8,34.1,,
Thenea muricata,North Pacific,33.79762,-119.90921,168,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.7976,-119.90918,169,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.7976,-119.90918,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.7976,-119.90918,169,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.7976,-119.90918,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79759,-119.90916,169,2016,3.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79758,-119.90912,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79758,-119.90912,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79757,-119.9091,169,2016,2.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79756,-119.90908,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79756,-119.90908,169,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79755,-119.90906,169,2016,1.0,present,,Live,8.8,34.1,,
Porifera,North Pacific,33.79755,-119.90906,169,2016,1.0,present,,Live,8.8,34.1,,
Plumarella longispina,North Pacific,33.79755,-119.90906,169,2016,1.0,present,,Live,8.8,34.1,,
Adelogorgia phyllosclera,North Pacific,33.87244,-119.94829,86,2016,1.0,present,,Live,10.5,33.6,,
Porifera,North Pacific,33.87244,-119.94829,86,2016,1.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87251,-119.94827,86,2016,1.0,present,,Damaged,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87251,-119.94827,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87253,-119.94827,86,2016,2.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87253,-119.94827,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87253,-119.94827,86,2016,1.0,present,,Live,10.6,33.6,,
Porifera,North Pacific,33.87253,-119.94827,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87255,-119.94827,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87255,-119.94827,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87255,-119.94827,86,2016,6.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87255,-119.94827,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87255,-119.94827,86,2016,2.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87255,-119.94827,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87257,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87257,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87257,-119.94826,86,2016,1.0,present,,Damaged,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87257,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87257,-119.94826,86,2016,7.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87257,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87257,-119.94826,86,2016,2.0,present,,Live,10.6,33.6,,
Eugorgia rubens,North Pacific,33.87257,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87257,-119.94826,86,2016,1.0,present,,Dead,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87259,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87259,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87259,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87259,-119.94826,86,2016,4.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87259,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87259,-119.94826,86,2016,4.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.8726,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.8726,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.8726,-119.94826,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87262,-119.94825,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87262,-119.94825,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87262,-119.94825,86,2016,2.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87262,-119.94825,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87264,-119.94825,86,2016,1.0,present,,Live,10.6,33.6,,
Eugorgia rubens,North Pacific,33.87264,-119.94825,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87264,-119.94825,86,2016,1.0,present,,Dead,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87264,-119.94825,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87264,-119.94825,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87264,-119.94825,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87266,-119.94824,86,2016,2.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87266,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87266,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87266,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87266,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87266,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87266,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87266,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Porifera,North Pacific,33.87266,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Porifera,North Pacific,33.87266,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87267,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87267,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87267,-119.94824,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87269,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87269,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87269,-119.94823,86,2016,2.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87271,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87271,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87271,-119.94823,86,2016,3.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87271,-119.94823,86,2016,2.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87271,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87271,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87271,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87271,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87273,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87273,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87273,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87273,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87273,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87273,-119.94823,86,2016,2.0,present,,Live,10.6,33.6,,
Porifera,North Pacific,33.87273,-119.94823,86,2016,1.0,present,,Dead,10.6,33.6,,
Porifera,North Pacific,33.87273,-119.94823,86,2016,1.0,present,,Live,10.6,33.6,,
Porifera,North Pacific,33.87273,-119.94823,86,2016,1.0,present,,Dead,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,2.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,2.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,4.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,2.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,1.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87274,-119.94822,86,2016,2.0,present,,Live,10.6,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87276,-119.94822,86,2016,6.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87276,-119.94822,86,2016,3.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Dead,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Dead,10.5,33.6,,
Porifera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Live,10.5,33.6,,
Porifera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Live,10.5,33.6,,
Porifera,North Pacific,33.87276,-119.94822,86,2016,2.0,present,,Live,10.5,33.6,,
Porifera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Live,10.5,33.6,,
Porifera,North Pacific,33.87276,-119.94822,86,2016,1.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87278,-119.94822,86,2016,2.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87278,-119.94822,86,2016,2.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.87278,-119.94822,86,2016,1.0,present,,Dead,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.8728,-119.94821,86,2016,6.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.8728,-119.94821,86,2016,3.0,present,,Live,10.5,33.6,,
Adelogorgia phyllosclera,North Pacific,33.8728,-119.94821,86,2016,1.0,present,,Dead,10.5,33.6,,
